Warning: The cache directory for DeepSpeed Triton autotune, /home/****/.triton/autotune, appears to be on an NFS system. While this is generally acceptable, if you experience slowdowns or hanging when DeepSpeed exits, it is recommended to set the TRITON_CACHE_DIR environment variable to a non-NFS path.
Libraries Loaded
CUDA Available:  True
CUDA Device count:  1
World size: 1
Rank: 0
Local rank: 0
GPU 0:  NVIDIA H200 NVL
Libraries loaded!
Preparing the training!
Model name:  microsoft/Phi-3.5-vision-instruct
Number of Epochs:  2
Warning: The cache directory for DeepSpeed Triton autotune, /home/****/.triton/autotune, appears to be on an NFS system. While this is generally acceptable, if you experience slowdowns or hanging when DeepSpeed exits, it is recommended to set the TRITON_CACHE_DIR environment variable to a non-NFS path.
{'loss': 0.6254, 'grad_norm': 114681.374808641, 'learning_rate': 4.000000000000001e-06, 'epoch': 0.01}
{'loss': 0.0353, 'grad_norm': 817667.526604793, 'learning_rate': 2.7069425901201605e-06, 'epoch': 1.46}
{'loss': 0.0377, 'grad_norm': 660436.6621440697, 'learning_rate': 2.6735647530040053e-06, 'epoch': 1.47}
{'loss': 0.0433, 'grad_norm': 611052.4270011535, 'learning_rate': 2.640186915887851e-06, 'epoch': 1.48}
{'loss': 0.0375, 'grad_norm': 524830.8127539769, 'learning_rate': 2.606809078771696e-06, 'epoch': 1.48}
{'loss': 0.0376, 'grad_norm': 582851.7632468825, 'learning_rate': 2.5734312416555408e-06, 'epoch': 1.49}
{'loss': 0.0413, 'grad_norm': 924054.473753577, 'learning_rate': 2.540053404539386e-06, 'epoch': 1.5}
{'loss': 0.0354, 'grad_norm': 593365.6999591399, 'learning_rate': 2.506675567423231e-06, 'epoch': 1.5}
{'loss': 0.0436, 'grad_norm': 786860.6748338615, 'learning_rate': 2.4732977303070763e-06, 'epoch': 1.51}
{'loss': 0.0396, 'grad_norm': 709495.3750152286, 'learning_rate': 2.4399198931909214e-06, 'epoch': 1.52}
{'loss': 0.0322, 'grad_norm': 671627.5020932362, 'learning_rate': 2.4065420560747666e-06, 'epoch': 1.52}
{'loss': 0.0386, 'grad_norm': 632602.6509966584, 'learning_rate': 2.3731642189586118e-06, 'epoch': 1.53}
{'loss': 0.0449, 'grad_norm': 885371.0313580403, 'learning_rate': 2.339786381842457e-06, 'epoch': 1.54}
{'loss': 0.0411, 'grad_norm': 727935.1109542663, 'learning_rate': 2.3064085447263017e-06, 'epoch': 1.54}
{'loss': 0.0358, 'grad_norm': 1166776.6682891804, 'learning_rate': 2.2730307076101473e-06, 'epoch': 1.55}
{'loss': 0.043, 'grad_norm': 252456.82428486657, 'learning_rate': 2.239652870493992e-06, 'epoch': 1.56}
{'loss': 0.0337, 'grad_norm': 1193391.0568862162, 'learning_rate': 2.2062750333778376e-06, 'epoch': 1.56}
{'loss': 0.0367, 'grad_norm': 387962.6578319104, 'learning_rate': 2.1728971962616823e-06, 'epoch': 1.57}
{'loss': 0.0355, 'grad_norm': 675161.0893053598, 'learning_rate': 2.1395193591455275e-06, 'epoch': 1.58}
{'loss': 0.0426, 'grad_norm': 1175521.5605815148, 'learning_rate': 2.1061415220293727e-06, 'epoch': 1.58}
{'loss': 0.0361, 'grad_norm': 566834.9028632587, 'learning_rate': 2.072763684913218e-06, 'epoch': 1.59}
{'loss': 0.0343, 'grad_norm': 634571.4863307364, 'learning_rate': 2.039385847797063e-06, 'epoch': 1.6}
{'loss': 0.0337, 'grad_norm': 1183878.1377287107, 'learning_rate': 2.0060080106809077e-06, 'epoch': 1.6}
{'loss': 0.0359, 'grad_norm': 675163.224780497, 'learning_rate': 1.9726301735647533e-06, 'epoch': 1.61}
{'loss': 0.0347, 'grad_norm': 635490.8287363398, 'learning_rate': 1.939252336448598e-06, 'epoch': 1.62}
{'loss': 0.0324, 'grad_norm': 995359.2093872443, 'learning_rate': 1.9058744993324435e-06, 'epoch': 1.62}
{'loss': 0.0333, 'grad_norm': 1003646.2940936912, 'learning_rate': 1.8724966622162884e-06, 'epoch': 1.63}
{'loss': 0.0365, 'grad_norm': 724049.3759074722, 'learning_rate': 1.8391188251001338e-06, 'epoch': 1.64}
{'loss': 0.0343, 'grad_norm': 955065.0844753984, 'learning_rate': 1.8057409879839787e-06, 'epoch': 1.64}
{'loss': 0.0343, 'grad_norm': 1125485.9418544506, 'learning_rate': 1.7723631508678237e-06, 'epoch': 1.65}
{'loss': 0.0367, 'grad_norm': 772399.6007870537, 'learning_rate': 1.738985313751669e-06, 'epoch': 1.66}
{'loss': 0.0429, 'grad_norm': 1413644.8416656852, 'learning_rate': 1.705607476635514e-06, 'epoch': 1.66}
{'loss': 0.0313, 'grad_norm': 1123227.24069531, 'learning_rate': 1.6722296395193594e-06, 'epoch': 1.67}
{'loss': 0.0321, 'grad_norm': 1411071.582002841, 'learning_rate': 1.6388518024032044e-06, 'epoch': 1.67}
{'loss': 0.0364, 'grad_norm': 1135315.9278932011, 'learning_rate': 1.6054739652870495e-06, 'epoch': 1.68}
{'loss': 0.0373, 'grad_norm': 1780274.359943433, 'learning_rate': 1.5720961281708947e-06, 'epoch': 1.69}
{'loss': 0.0295, 'grad_norm': 2494776.203779409, 'learning_rate': 1.5387182910547399e-06, 'epoch': 1.69}
{'loss': 0.0463, 'grad_norm': 1064210.1360013445, 'learning_rate': 1.5053404539385848e-06, 'epoch': 1.7}
{'loss': 0.0395, 'grad_norm': 1540011.4870428727, 'learning_rate': 1.47196261682243e-06, 'epoch': 1.71}
{'loss': 0.0357, 'grad_norm': 1165038.1400520757, 'learning_rate': 1.4385847797062752e-06, 'epoch': 1.71}
{'loss': 0.0373, 'grad_norm': 1976964.3384866607, 'learning_rate': 1.4052069425901201e-06, 'epoch': 1.72}
{'loss': 0.0329, 'grad_norm': 1960335.5413030698, 'learning_rate': 1.3718291054739655e-06, 'epoch': 1.73}
{'loss': 0.0435, 'grad_norm': 1837935.5932132115, 'learning_rate': 1.3384512683578105e-06, 'epoch': 1.73}
{'loss': 0.0373, 'grad_norm': 1283851.8172935692, 'learning_rate': 1.3050734312416558e-06, 'epoch': 1.74}
{'loss': 0.0378, 'grad_norm': 1396392.3565531287, 'learning_rate': 1.2716955941255008e-06, 'epoch': 1.75}
{'loss': 0.0437, 'grad_norm': 1863284.4239525, 'learning_rate': 1.238317757009346e-06, 'epoch': 1.75}
{'loss': 0.0319, 'grad_norm': 1312033.242115458, 'learning_rate': 1.2049399198931911e-06, 'epoch': 1.76}
{'loss': 0.036, 'grad_norm': 1883415.0179373636, 'learning_rate': 1.171562082777036e-06, 'epoch': 1.77}
{'loss': 0.0395, 'grad_norm': 2266988.8010027753, 'learning_rate': 1.1381842456608812e-06, 'epoch': 1.77}
{'loss': 0.0398, 'grad_norm': 1460262.10328968, 'learning_rate': 1.1048064085447264e-06, 'epoch': 1.78}
{'loss': 0.0332, 'grad_norm': 1674868.843371325, 'learning_rate': 1.0714285714285714e-06, 'epoch': 1.79}
{'loss': 0.035, 'grad_norm': 1684381.1764324605, 'learning_rate': 1.0380507343124165e-06, 'epoch': 1.79}
{'loss': 0.037, 'grad_norm': 1110462.0801089967, 'learning_rate': 1.0046728971962617e-06, 'epoch': 1.8}
{'loss': 0.0313, 'grad_norm': 766037.7278228534, 'learning_rate': 9.712950600801069e-07, 'epoch': 1.81}
{'loss': 0.0334, 'grad_norm': 1644192.0818979759, 'learning_rate': 9.37917222963952e-07, 'epoch': 1.81}
{'loss': 0.0364, 'grad_norm': 1276000.6127145865, 'learning_rate': 9.045393858477972e-07, 'epoch': 1.82}
{'loss': 0.0382, 'grad_norm': 1418904.982008309, 'learning_rate': 8.711615487316423e-07, 'epoch': 1.83}
{'loss': 0.0474, 'grad_norm': 2754508.038171608, 'learning_rate': 8.377837116154874e-07, 'epoch': 1.83}
{'loss': 0.0317, 'grad_norm': 1649550.2977575434, 'learning_rate': 8.044058744993325e-07, 'epoch': 1.84}
{'loss': 0.0352, 'grad_norm': 1544198.8753162592, 'learning_rate': 7.710280373831776e-07, 'epoch': 1.85}
{'loss': 0.0308, 'grad_norm': 1239573.6239336492, 'learning_rate': 7.376502002670227e-07, 'epoch': 1.85}
{'loss': 0.0382, 'grad_norm': 1787907.885448241, 'learning_rate': 7.042723631508679e-07, 'epoch': 1.86}
{'loss': 0.0301, 'grad_norm': 1976662.1216829142, 'learning_rate': 6.70894526034713e-07, 'epoch': 1.87}
{'loss': 0.0335, 'grad_norm': 1901579.648860389, 'learning_rate': 6.375166889185581e-07, 'epoch': 1.87}
{'loss': 0.0379, 'grad_norm': 2747809.793056281, 'learning_rate': 6.041388518024033e-07, 'epoch': 1.88}
{'loss': 0.0343, 'grad_norm': 2125228.3096025237, 'learning_rate': 5.707610146862483e-07, 'epoch': 1.89}
{'loss': 0.0336, 'grad_norm': 1784577.9647098638, 'learning_rate': 5.373831775700935e-07, 'epoch': 1.89}
{'loss': 0.0338, 'grad_norm': 1228712.31687161, 'learning_rate': 5.040053404539387e-07, 'epoch': 1.9}
{'loss': 0.0414, 'grad_norm': 1294694.4820026075, 'learning_rate': 4.706275033377838e-07, 'epoch': 1.91}
{'loss': 0.0438, 'grad_norm': 1490094.879083879, 'learning_rate': 4.3724966622162885e-07, 'epoch': 1.91}
{'loss': 0.0365, 'grad_norm': 1326730.021380386, 'learning_rate': 4.0387182910547397e-07, 'epoch': 1.92}
{'loss': 0.036, 'grad_norm': 1037723.9063720176, 'learning_rate': 3.7049399198931913e-07, 'epoch': 1.93}
{'loss': 0.0367, 'grad_norm': 1966603.3303500735, 'learning_rate': 3.3711615487316425e-07, 'epoch': 1.93}
{'loss': 0.0306, 'grad_norm': 1231136.4454031892, 'learning_rate': 3.0373831775700936e-07, 'epoch': 1.94}
{'loss': 0.04, 'grad_norm': 1435411.7009527266, 'learning_rate': 2.7036048064085453e-07, 'epoch': 1.95}
{'loss': 0.0344, 'grad_norm': 1849326.1394486371, 'learning_rate': 2.3698264352469962e-07, 'epoch': 1.95}
{'loss': 0.0304, 'grad_norm': 1479803.831496594, 'learning_rate': 2.0360480640854476e-07, 'epoch': 1.96}
{'loss': 0.0378, 'grad_norm': 1643451.9711777403, 'learning_rate': 1.7022696929238987e-07, 'epoch': 1.97}
{'loss': 0.0279, 'grad_norm': 1820035.0561898525, 'learning_rate': 1.3684913217623498e-07, 'epoch': 1.97}
{'loss': 0.0404, 'grad_norm': 1056228.5755043745, 'learning_rate': 1.0347129506008011e-07, 'epoch': 1.98}
{'loss': 0.0344, 'grad_norm': 1590407.0824791996, 'learning_rate': 7.009345794392524e-08, 'epoch': 1.99}
{'loss': 0.0421, 'grad_norm': 4165107.255051183, 'learning_rate': 3.671562082777036e-08, 'epoch': 1.99}
{'loss': 0.0339, 'grad_norm': 2946504.973943197, 'learning_rate': 3.3377837116154877e-09, 'epoch': 2.0}
{'train_runtime': 4351.8001, 'train_samples_per_second': 1.388, 'train_steps_per_second': 1.388, 'train_loss': 0.07673001651291775, 'epoch': 2.0}
Training is finished, merging the outputs from GPU's
